having_ip_address,length_of_url,shortening_services,having_at_symbol,double-slash_redirection,prefix and suffix,sub_domains,ssl_state,domain_registered,favicons,ports,https,external_objects,anchor_tags,links_in_tags,sfh-domain,auto_email,abnoramal_url,iframe_redirection,on_mouse_over,right_click,popup_windows,domain_age,dns_record,web_traffic,links_pointing,statistical_report,image_text_keyword,result
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,1,-1,-1,-1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1
1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1
-1,0,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1
-1,0,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,1
-1,-1,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1
-1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,0,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,0,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,0,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1
-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1
-1,0,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1
-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1
-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1
-1,0,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1
-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1
-1,0,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1
-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1
-1,0,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,0,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,-1,1,1
-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1
-1,1,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
-1,1,-1,-1,1,1,0,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,1,1
-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,1
-1,1,1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,1
-1,0,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,-1,1
-1,0,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1
-1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
